name1,name2,label
JANGA,JANGA,1
MIDNIGHT COWGIRLS,IQ,0
NUTREETION,NUTRITIONTREE,1
MASSIF,MASSIV OUTLETS,1
LD,CEREMONIA,0
RIFFAN,THE GLAM BAR,0
HEATED THROW BLANKET ELECTRIC,HEATED BLANKET THROW,1
VR VIE RICHE,JC INSPIRED DESIGNS,0
TERRA PURE,REJUVENATION,0
[Design Mark],[Design Mark],1
CAMBIUM NETWORKS,CAMBIUM ANALYTICA,1
PURITYNEST,PROTECT YOUR ENERGY.,0
LA IMPONENTE VIENTOS DE JALISCO,BANDA LA IMPONENTE DE NJ,1
ANKER SOLIX,OPTISOLEX,1
ZEN,ZEN BELL,1
EL CORAZÔŽ DE ADELA,BLIP,0
BIOHACK PHD,BIOHACK WORLD,1
UNIFIED SOLUTIONS AGENCY GENERAL INSURANCE,U.B.U. COSMETICS LLC,0
LUMINOR DAYLIGHT,LUMINORA,1
TOP POWER,OUT OF THE TRENCHES,0
RELAY STATION,SEISMIC AURA,0
3Z FUNJXHEY,3Z LIVING,1
SPINE SOLUTIONS,VALOR SPINE SOLUTIONS,1
THE DAD JOKE 3000,THE DAD JOKE 5000,1
SCOOPSEE,OLGA'S SNACKERS,0
JACOBS FARMS POPCORN,JACOBS BBQ,1
HACKERNOON,HACKERNOON,1
GEMINI STAR PRODUCTIONS,COZY PALZ,0
HERBAL. HOLISTIC. HEALTH.,PURELY VITALY,0
E.TERRA FLEXIBLE COMMERCIAL KITCHEN GET SET. GROW.,GNOZTIK,0
AMERICAN RIFLE ASSOCIATION FOUNDATION,MSAUWH,0
PEP,PEP GAS AND POWER,1
VIROSHIELD,VIRASHIELD,1
OW,LOOK GOOD. FEEL GOOD.,0
SOLEASY,ELAANSPORTS,0
M2POINT,M POINT,1
ERGON,ERGON,1
ROSE BUD,LET THE GAMES BEGIN,0
WEST STUDIO,REVEL WEST STUDIO,1
NORWEGIAN SKY,NORWEGIAN,1
LYNX,BAOSTEEL,0
TORPEDO,TORPEDO,1
MELT CHOCOLATIER,MELT COOKIES,1
SUTERA,COMMA,0
PETLINK,ULTIMATE HOME FURNITURE,0
M MAREA,TRANSFORM YOURSELF ACADEMY,0
BIOTOP,JANUS CONTRARIAN FUND,0
COPACABANA HALL,COPACABANA HALL,1
OWEN,EQUINOX EVENTS,0
HH HARMONY HEALTHCARE,HEALTHCARE HARMONY,1
NATURAL ORGANICS,VINOPURE,0
GEEVI,NO. 1 3D LASH,0
2B COSMETICS,TO BE,1
INTUITIONNX,INTUITION,1
VENCI,V E N C C I,1
TRAILSIDE GAMES AND HOBBIES,COOL MOTION TECHNOLOGY,0
STELLAR JUICES,BEAR STUFF CLEANER,0
PALO NUTRITION,PALO TEA & HERBS,1
ROSEBUD MOTEL,ROSEBUDZ,1
GOODHEMP,GOODE HEMP,1
DASHINGPET,MORRISSH,0
BLUBLU,BLU BLU,1
TRUSTABLE,T TRUSTABLE,1
FLUM NOVA,FLUM FLOAT,1
VEEGO,MBODY,0
MX,ASIAN PASSAGE,0
MANERX,HAWKEYE,0
SANSKREETI,MIYO,0
ROSE HOUSE,JUMBOPAWS,0
JAY SAREES,L'OR J'ADORE,0
NATURE'S BLEND,NATUREBLEND,1
CARESS,HERCARESS,1
CLUB MYSTIC,MYSTIC COLLECTION WINGED CHARM,1
ROGUE MD,THE ROGUE MEN,1
TLC,TLC FASHION,1
EYQ,JERKY KING,0
HABITAT FARMS,MISSOURI USA CASTOR RIVER HABITAT & FARM,1
SMITHERINES,HOLLEY EFI,1
EVANS TOOL & DIE METAL STAMPING EST. 1948,TRUE WOODS CIGARS,0
MORE,MORE NUTRITION,1
PAVIA HOME,PAVIA,1
HUVOOS,HOVOZ,1
DOMESTIC DIVAS,SOUTHERN DOMESTIC DIVA,1
SPOONIE THREADS,SANDFLOWER,0
TRUEWEALTH,HEATED THROW BLANKET,0
TREES OF HOPE BOYD,TRUSTED NEIGHBOR,0
HONOR,HONORLITE,1
SEVI,CEVI,1
EUDORA,EUDORA,1
EX FORTIS,BIOHACK PHD,0
HYBRID,HYBRID SNARE,1
BIOSKIN,GOOD HEMP,0
SWITCHBACKMTB,CAZADORCO.,0
SOUL BY CALA,SOLEI,0
4 MORE SPORTS,SPORTSMORE,1
ODIN ARMS,FOAN & MABLE,0
CORNERSTONE SERVICES GROUP,SUPER FUNNY COMEDY,0
ERGON UNITED BY SERVICE. DRIVEN BY SOLUTIONS.,AVIARY,0
EVERYONEON,PREMIUM-FUSION,0
IREX VERTICAL ACCESS,COGNITE ATLAS AI,0
FATBOY FITNESS,FATBOY FITNESS,1
[Design Mark],THESPORTS,1
TOP CHEDDAR LACROSSE APPAREL,TOP CHEESE,1
TSAR,DAWN DUSK,0
NULOGIC,NÅªLOGIK BY NÅªMOVE,1
M,FRIEZZA,0
KIA CENTER,KIALIFE,1
TAD LOGISTICS,FHS,0
SERIF,ZOURA,1
IN-LITE,TRADECRAFT OUTFITTERS,0
SMART KEYBOARD,ROSE RELIEF,0
VYSTAR PERKS,SOLEEASE,0
AFAQ,CROWN   POTENTIALLY YOU,0
[Design Mark],[Design Mark],1
PATRIOT,ICEYOU,0
REDD FANG,REDD FANG,1
HOT MAMA,HOT MAMA'S,1
CODE,SMART STUFF,0
LE LABO,CATCHME KITTY,0
FORTEMOTUS,FORTEMOTUS,1
WOOF²,WUFFS,1
BAMBOO ON,SOUTHERN DOMESTIC DIVA,0
VALOR,LEAH,0
CUTEVIP,KIMBLE'S OLE SCHOOL CORN FLAKE CHEWY,0
SNACKERJACK,TOGETHER,0
VIVIDANCE,VIVIDANCE,1
DREAMSCAPE,POOLMATE,0
PICKLE-BALL,BAINBRIDGE CUP,1
LIFE IS BETTER,SAINTCOS,0
REEF RETREAT MEDSPA,REEF,1
VUPA,NEUROPROTECTIVES,0
CASA DE HAMSA,DAISY'S DOG COLLARS,0
L LOADIQ,LOADY,1
AYA,AYA BABY,1
TWILLA,TWILLACE,1
ZYRKUIT,COMMA,0
DREAM OCT,DREAM ADULT NOVELTY,1
TORCH RUN,STILL TORCH,1
TYRALEL,TURYAL,1
ANIMA BOTANICALS,SMUGPET,0
CSA-PERSPECTIVE,TRITON ACOUSTICS,0
VIGORLAND,FINDERS OF KEEPERS,0
PICK THE PROS,AURA KINGDOM,0
CASAMATA,IMMUNE SHIELD,0
REVIEWAI,NRLAB,0
CIDERIA,TRAP TEES WORLDWIDE,0
DAILY FRESH AND TASTY BREAD BRAZIL BAKERY CAFE,MELT BROWNIE,0
HAWK,EXPECTATION,0
TRINITY TECHNOLOGY GROUP,WALL-SNUGGER,0
BEBE & LOLA HAIR EXTENSIONS,MLECAT,0
QUIVER,QUIVER WOODS & WATER,1
SNAPAUDITAI,DLP BANK,0
STRONG HOUSE,GAW$ 2230,0
JUSTINIAN SOCIETY,JUSTINIAN I ADR,1
ANDOR LUXURY,DEARBODY,0
THE WARRIOR MOM,MEDICAL MOM WARRIORS,1
STURGEON QUEEN,THE LAST AIRBENDER,0
ORAIMO,BOOKED & BALANCED,0
SECUREPLUS PLATINUM,SNACKERJACK MUNCHIES,0
GDSIWA8,REGATTA R GREAT OUTDOORS,0
BREEZE LUXE,LE BREEZE LUXUS,1
JAKE VITAMINCANDY,VITACANDY,1
LOVELY LITTLE THINGS,LITTLE THINGS,1
KARAK HOUSE,KARAK HOUSE,1
PULLMAN HOTELS AND RESORTS,PULLMAN,1
IENRON,CIVITAS NETWORKS FOR HEALTH,0
"QUEEN ESTHER COSMETICS & SKIN CARE QUINTESSENTIAL, ETERNAL BEAUTY",ETERNAL BEAUTY,1
EQUINOX BREWING,OUTROOMS WORLD,0
SWEET SAYDI,PALLADIUM,0
LUMINOR MARINA,YGOZAO,0
TECHNOLOGYBABY,HUMANIZE,0
AUTUMN SUPPLY,TWILLACE,0
BRC,BRC,1
XORAN,XORAN,1
SUNSYNK MOBILE,SUNSYNK CONNECT,1
MOONCHERRY,CHERRY MOON,1
GOLF USA,GOLF USA,1
CALHOUN,CALHOUN ROYALE,1
BLUE IMPACT,BLISSLIVING,0
INNER BEAST INNERWEAR,SWITCHBACK GRILLE,0
GOLDEN FLEECE,VELLUS AUREUM,1
MOLLY'S KOOKIES,ELEVATE LIVING,0
LAS BRAZAS RESTAURANT CHICKEN & MEATS,BRAZA CHICKEN ROTISSERIE AND GRILL,1
JOVE ON THE GO,DISTINCTIVE PREMIUM KNITS,0
SENTIENT,TYRALEL,0
NUTRITION PARTNERS,NUTRIPARTNER,1
ANDROID,TVANDROIDBOX,1
ROVER,CHILLROVER,1
ENHANCE ARTISTRY,ENHANCE AESTHETICS,1
EXO BIOLOGICS,VIGORPRO,0
SLEEP-AID,HOMETOP,0
BAD ASS IS BEAUTIFUL,BEAUTIFUL BADASS,1
ONE-TO-ONE PRIVATE SCHOOL,DREAM DOG,0
TRUEWEALTH,TRUE WHEALTHNESS,1
RING,RINGG,1
KOHOLA REEF RESTAURANT AND SOCIAL CLUB,REEF,1
RIPPLE,G GENTILE EXCLUSIVE JEWELRY,0
WILL WIN UNIVERSITY,NATURE'S BLEND,0
HOLE HECKLERS,GOLF HECKLERS,1
CUGIG,KUGIG,1
CENTERFRAME,NO MORE TICKS,0
RH FOUR,RH FOUR,1
SUCCESS BULLYING,AMETHYST,0
MYSTIC ENTERPRISES,MYSTIC COLLECTION GOLDEN CLIMBER,1
NIKE,NIKE SWIFT,1
ICESLEEVE,BANG BANG HIBACHI GRILL & SUSHI,0
ONEDOOR,HIGH PLAINS BISON,0
JINGA,IMMUNO-SHIELD,0
SMART EXECUTION SYSTEMS,EVE,0
PICK 'EM ALL,PICK 'EM PROS,1
ADVANCED SPECIALTY CONTRACTORS,ASANGO LET'S ENHANCE .IO,0
WAVE,WAVE ESSENCE,1
BAMBINO,SAKKHIJHA JEWELRY JEWELRY AS UNIQUE AS YOU,0
SMITHERINES,BAKED BY MELISSA,0
KIDDOSART,KIDDOSGOODIES,1
LEVEL UP GROUP,LEVEL UP STUDIO SUITES,1
LAGO DI COMO,LAGO DI COMO 1907 LAGO DI COMO SAILING TEAM - SEMM CUMASCH -,1
MASTERMIND,BLISSOLE,0
BUDGET UNIVERSITY,RAW BODY MEDICAL SPA BY DR. RABADI,0
C CAMBIUM NETWORKS,CAMBIUM ANALYTICA,1
REFRAME,9-MINUTE REFRAME,1
OXFORD FEDERAL CREDIT UNION,OXFORD HOME LENDING,1
SKY TING YOGA,CIRCUIT,0
TOOLSON,TOOLSON,1
BIZGROWTHINC,MOTIF,0
MEDICARE PLANFINDER,MYECOPET,0
PUPPOPS,HAPPY FACE SPONGE,0
ACOPIO,OPULENCE BY STEELE,0
ZAR,ZAR,1
LITTLE BIG GIRL AND DADDY,LITTLE BIG FRIENDS,1
TRUMASK,SWEAT FIXX,0
OH MY! MINTS,SWING,0
PKLR,GOFUNDME,0
IRISPHOTO,IRISPROPHOTO,1
TITAN NETWORK,TITAN WORKPARTY,1
HONORLITE,FLUM MAGA,0
VICTORY,V VICTORY â—¦ VEHICLES â—¦ â—¦ PRECISION MEETS POWER â—¦,1
TKO LOCK,EAT MEAT,0
JAC PRODUCTS,JAC,1
FSOOLE,FCEOUL,1
ART OF ONE DOJO,BESTFRIENDED,0
POP ART TEE,TECHNOLOGYBABY,0
SSS FURNITURE,SSS,1
BODY BY STRIPPED,ELANSPORT,0
VS,ARTHUR KRUPP PORCELAIN,0
DRI-TECH,MISSOURI USA CASTOR RIVER HABITAT & FARM,0
EDGE BY CLS,LIVIO,0
DREAM COSMETICS,I CARE 4 THE PLANET,0
WE RICH,AYAYA,0
VROOM,GRAIN WOOD FURNITURE,0
SCENT SMILES,CARESS,0
WORRY-FREE DELIVERY,HEAVY CALIBER,0
OXFORD FEDERAL CREDIT UNION,OXFORD HOME LENDING,1
NATURETIME,BUFFALO WING STAR,0
NIKE,NKE SAFETY APPAREL,1
KAI MEET ON KAI,KAI SOCIAL,1
CALA KIQ FREEDOM TO BE,CALA UNIVERSE 360,1
B1 BLUE STRIKE,BLUE STRIKE,1
BEST FRIEND,MY BESTO FRIENDO,1
XACT.AI,XACTAI,1
1804,TAG1804,1
VIPCUTE,SMART KEYBOARD,0
MODERNGARDEN,MGL MODERNGARDENLIVING,1
COZYTOTS,TOTCOZY,1
LOBSTERCLAW,DELI,0
NÝ’,BREEZE LUXE,0
YOUTUBE,SCC,1
MAXOUT,MERAK AESTHETICS,0
COLAS DE CASTOR,ASPIRE,0
CERASOOTHE,PREMIUM PLIERS,0
FOR ALL OCCASIONS,FIRE CHOCOLATES,0
VANMORE,MOL DYNAMIC,0
CLUB MYSTIC,MYSTIC COLLECTION FOREST KEEPER,1
TITAN UP,V VIGOR OUTDOORS,0
ORACLE JAYNE STATION,DR.ORACLE,1
BODY PHYX,BODY FIXX WAY,1
PALESTINE POP,PALESTINE COLA,1
FLORA,FLORA-SCENT,1
SAIBOBOKAI,BUSINESS BESTIE,0
ASTRA,ASTRA,1
OASIS FAMILY CARE,BOSANI,0
WOW,WOW MUSEUM - ROOM FOR ILLUSIONS,1
DR.ORACLE,MOONLIT+,0
AURA BORA,AURA NOOTROPICS,1
JUST RUCK IT,GATEWAY SPECIALTY INSURANCE A BERKSHIRE HATHAWAY COMPANY,0
ALCYON,ALSYON,1
MOURITECH,MOURITECH,1
THE TALKING PLACE CHILD AND ADOLESCENT COUNSELING,THE TALKING PLACE COUNSELING SERVICES FOR CHILDREN & FAMILIES,1
ERAYAK POWER SOLUTION,WALL-SNUGGER,0
BUMBLE,BUMBLE BABEE,1
NAVYA EARTHSHOT,CARPENTERS CUP,0
BLUE WAVE BREAKING,EVGATEWAY,0
WHEE,VICTORY VEHICLES,0
RECOUP,RECOOP WELLNESS,1
FREELI,EQUITABLE,0
RISING TIDE,RISING TIDE CAR WASH,1
DRI-FIT,POLAR HEAT NANUUQ,1
PURNELL'S,PURNELL,1
FORNIDO,STURGEON QUEEN,0
BCONTHETRACK,QDZONNATRACC,1
G SEAL GUARD,LABOR TRAINING,0
LUNAPANTIES,LUNA FIT,1
PHAT,DREAMGEL,0
MICHIGAN BOONDOCKERS,THE ICE BATH CLUB,0
CSA HOMECARE,CSA HOMECARE,1
METHODS,WEIGHT SOLES,0
NUTRIENT CONCENTRATION & WATER RECLAMATION,CALA EDITORIALS,0
MYSTIC,MYSTIC COLLECTION,1
L-FONGDA,WISH YOU WERE HERE GROUP,0
WARRIOR MOM,MEDICAL MOM WARRIORS,1
BLACK DIAMOND,BLACK DIAMOND CHIMNEY,1
QUALITY 1ST,YOUR FAVORITE 6 FIGURE CHICK,0
SOLEI,SOLÉ STUDIO,1
FLEXI,FLEXIHATS,1
MONJA BURNER,GOLDEN ELECTRICTECH GROUP MD GOLDEN.S.E SUPREME ELECTRIC,0
MYSTIC GAMING,MYSTIC COLLECTION,1
ALLIVING,AUTUMN BLAZE,0
DURATEX,DURAK DURATEX,1
SEA TO GREEN,SEAGREEN,1
FIREBORN,FIREBORN,1
HAPPY FACE SPONGE,HAPPYFACE,1
RATIONAL PATENT,RATIONAL FINANCE,1
KARAK,FENICE HOT,0
Y YOKOHAMA,BIG COCK GOLF,0
VUPA,JD VUHPA,1
A ABUNDANT FUTURES FUND,FUTUREFUND,1
HALOVAPE,TOGETHER,0
DOSHA ETERNA BELLEZZA UNIVERSALE,ETERNAL BEAUTY,1
OXFORD HOME LENDING,ARTISTICBOX,0
HOLE HECKLERS,CHRISTIAN ART GREETINGS,0
PLAYFULDREAM,TWIST'R,0
JUNO,JUNO ROME,1
THELASTPICTURE.SHOW,THE LAST IMPROV SHOW,1
VIE + RICHE,VIE RICHE,1
RAW BODY MEDICAL SPA BY DR. RABADI,SYLVA,0
FYRE,FIRE CHOCOLATES,1
GIRLIES XO,ZIMMER GROUP,0
ZETA,ZETA,1
ZENWARE,ZEN BELL,1
SALUS SOLO,BARRIER REEF,0
PIVOTAL GROUP,PIVOTAL MANUFACTURING PARTNERS,1
REP METHODS,OLAY,0
BEE HAPPY CANDLE,KARAKORAM,0
PETLINKS,PETLINK,1
VAMOAR,VUPA,0
DX2,DX DESIGN STUDIO,1
EMOTIONAL SUPPORT DINOSAUR,BRC,0
CHAGEE,B A W A N G C H A J I,1
MAXED OUT,MAXOUT360,1
ATLANTIS AZUL,VIAN,0
CENTERFRAME,CENTERFRAME,1
OGI CHAGA/KONA CHERRY COFFEE,PATRIOT,0
CALA LABS,DR. LAURA CALA,1
SECUREPLUS PLATINUM,URIQA,0
REDD FANG,BESTEGO,0
RELAY HUMAN CLOUD,JB JETBLACK,0
CANADIAN KRAFT PAPER,POLARFLEECE,0
STEB SECRET TO ETERNAL BEAUTY,ETERNAL BEAUTY,1
LUSH,JACOBS FARMS POPCORN,0
NIKE,NKE SAFETY APPAREL,1
BLUETOOTH,AZ,0
IIILUYOT,IIILUYOT,1
FUSION HEALTHCARE,FUSION HEALTH,1
TOP CHEESE HOCKEY,MIIO,0
THREE BY BERKSHIRE HATHAWAY,GATEWAY SPECIALTY INSURANCE A BERKSHIRE HATHAWAY COMPANY,1
TEKNOSTONE,WHISPERWORLD,0
MININI,BLUE STRIKE,0
ROBOROCK,ROCKROBO,1
SOCCER IQ ACADEMY,SEEN & HEARD METHOD,0
SW,EVE CHARM,0
SCOTT ON-THE-GO,ON THE GO DISPOSABLES,1
IMMUNIBOOST,IMMUNOBOOST,1
WISE TAX SOLUTIONS,UFIXX,0
75609436,MOTO ODD PIZZA,0
ARC,OPEN SKY FITNESS,0
BLACKHAWK,LTATM.COM LET'S TALK ABOUT THE MUSIC,0
INTENTIONAL,SPICEPILOT,0
KOSAN,INSPIRED LEADERSHIP,0
THE SIX FIGURE CHICK,VENA VASCULAR LAB & VEIN CLINIC,0
FAST CABLES,LUMINOR DUE LUNA,0
DURAK QBT,HAPPYOYO,0
COLLABS,VEXIO,0
SENTIENT BLUE,YOUR FAVORITE 6 FIGURE CHICK,0
HOLLEY EFI,LOCKERBOXX,0
I KNOW A GUY,I TAPPED THAT,0
ZITY,ZITY,1
BONA FIDE CLOTHING AND LIFESTYLE APPAREL,BONA FIDE,1
JUSTICE JUICE,NO JERSEY FRAME,0
AI DIGITAL TWIN,GRACE,0
TWILLACE,AEGIS ENGINE,0
I'LL DRIVE YOU LLC,POWER LABS,0
COFFEE FOR AMERICA'S WARFIGHTER,WARFIGHTER,1
JUST JOSHIN,JUST JOSH'N,1
NIRA HEALTH,MORE NUTRITION,0
FERROL,NANOFERROL,1
CNATTAGS,CNATTAGS,1
AU,OPERATION IRON RUCK A AU ROAD TO THE IRON BOWL,1
BLACKBOXTV,REBECCA Q,0
TURQUOISE AGRICULTURAL LABS,TURQUOISE ENVIRONMENTAL,1
ZIPHAUS,THE TITAN GROUP,0
ROVER RIDGE,REJUVACARE,0
IQ,DC DA CAPO,0
MYSTIC BINGO 4 21 40 55 64,MYSTIC COLLECTION WINGED CHARM,1
E. BRAUN & CO NEW YORK,TINY HOUSE MANSIONS,0
TITAN HUDDLE,TORCHLIGHT MARKETING,0
TOP CHEESE,SEVEN DAY WEEKENDER,0
SAKKIJHA SAKKIJHA,YARA,0
NOSDIC,GNOZTIK,1
KEAXINTY,KEAXINY,1
CORPORATE BESTIE,BUSINESS BESTIE COLLECTIVE,1
DRI-MOL,GOOD TIMES DAY PARTY,0
REV LIFE ENERGY,VALOR MASSAGE,0
MM MING YOUR LUXURY HAIR & BEAUTY CONNECTION,HOUSE NOIR,0
AQUEOUS AWC,GO PARTNERS.,0
SAYLIFE,LIFESAY,1
ERGON,ERGON,1
LIONSURE,LIONSURE INSURANCE,1
MAXED OUT,MAXOUT360,1
MONDAY LABS DESIGNS,MAXOUT360,0
WEAR YOUR STORY,WEAR A STORY,1
GEEVI,TANAGER GROUP,0
ACE,CHIC,0
LIFE IS STRANGE: TRUE COLORS,NITRO REEF,0
BK BABY K'TAN,M POINT,0
HALO,HALOVAPE,1
BEAUTIFUL BUSINESS,BEAUTIFUL. BUSINESS. SOFTWARE,1
NRLAB,YIQIANG,0
HANDI-SIZE,HANDY SIZE,1
IMMUNE SHIELD,ELECTRIC BLANKET THROW SIZE,0
ARC ESSENTIA,ARC,1
ROARKITY,ROARINGKITTY,1
PRISSY JOCK,PRISSY,1
SILVER REEF CASINO RESORT,REEF,1
BAR IN A BAG SOAP CO.,CORTO A NEW WORLD OF FRESH,0
OTTERBOX,OTERBEXX,1
SOCCER IQ ACADEMY,SOCCER IQ,1
BAG PARTY,BAG PARTY,1
WANNAHUG CLOTHING THAT CARES,CLOTHING THAT CARES MALKU WEAR,1
FUZZY DICE HAZY IPA,HAZY DICE,1
UNIFY TECH,UNINTECH,1
NUTRISAVERS,QVN NUTRISAVE,1
SENDIT.COM,FACT,0
SERENOVO,LELUSKIN,0
REX AND CO.,TEX REX,1
CLRBODY,ZAFIR,0
Q1,UNIVERSAL HOLISTIC ENTERPRISES,0
SYNTHETIK,T TRUSTABLE,0
REMARKABLE,REMARKABLEROOTS,1
CAFÉ INDULGE,'NDULGE,1
UFC PICK 'EM,PENTAHEALTH,0
TERRA PURE,TERA PURA,1
CLUB MYSTIC,RING-FAR,0
AVENUE CODE,BITI,0
PULMONX,TUSMO,0
BAHATI,UNIFIED BROKERS,0
SAMA CELLARS,SAMÄ€Â ORIGINS,1
INSPIRED LEADERSHIP,INSPIRED LEADERS,1
ROVER GEAR,ROVER RIDGE,1
ZEN,ZEN BELL TIMER,1
PRISSY WRIST,M PAY NETWORK,0
KIDDOBLOOM,PIONEERING CLEAN CLEAN WITHOUT COMPROMISE,0
GRASS ROOTS,WARFIGHTER,0
SAKKHIJHA JEWELRY JEWELRY AS UNIQUE AS YOU,DR.PIGEON,0
CASCADE CBX SPORT,KINGSWOOD,0
AXIUM CONTINUING EDUCATION,AXIOM SCIENCE,1
FENDER,SAM FENDER,1
BAD ASS IS BEAUTIFUL,DROP,0
HORUSDY,AM-7,0
MASSIF,MASSIV BRANDS,1
NANO,NANO CLEANER,1
ZEPP,ZEPP'S PREDATOR CALLS,1
SUPER FUNNY COMEDY,HAPPY BIRTHDAY AMERICA,0
UNIVERSAL MUSIC ENTERPRISES,UNIVERSAL HOLISTIC ENTERPRISES,1
OPULENCE YOU OWN EVERYTHING...,GRACE,0
TRADECRAFT OUTFITTERS,URBAN KITCHEN,0
VON TRAPP FAMILY LODGE & RESORT,CNR,0
KINDRED LANDS,KIDDOS AND MORE,0
MASTERPASS,HEYSHAPEING,0
MINGCHANHZY,GO BEYOND,0
REBECCA,DLP BANK,0
KEIL,ARMONIA,0
AGAVE 33,AGAVE 33,1
NERDS RULE INC.,WING STAR,0
LIFESAY,DOGGY DIP,0
ANYCAN,PROHIBITION LIQUOR AND WINE,0
THRIVEHIVE,THRIVEHIVE,1
SMUGBUNNY,SMUGPET,1
RX MANE PRESCRIPTIONS,GOODE HEMP,0
TOBY'S ESTATE COFFEE ROASTERS,TOBY BAR,1
EXO BIOLOGICS,ECOSOLEX,0
SPACE FARM TECHNOLOGIES,SPACEFARM,1
DS,DS,1
M LINPACK,LUNA,0
SHE WINS UNIVERSITY,WILL WIN UNIVERSITY,1
NEOCORTEX,NEOCORTIX,1
BHSI BERKSHIRE HATHAWAY SPECIALTY INSURANCE,GATEWAY SPECIALTY INSURANCE A BERKSHIRE HATHAWAY COMPANY,1
CAMBIUM,CAMBIUM ANALYTICA,1
MIA,MIA 2,1
EL CUBANO,WHEALTHNESS OS,0
MELT CHOCOLATIER,TRU PROFEN,0
INTERMEDIARY,WEALTH INTERMEDIARY,1
HSKDT,WHITE MASS,0
VI-FA ACCESSORIES,DELICIOUS,0
UKAER,JB RACKS,0
MAXOUT,MAXOUT360,1
PROTECT IT,#1 DRUG-FREE SLEEP AID BRAND,0
DJI FLIP,FURNICHAIR,0
GECKO,SMILING GECKO,1
RISING TIDE,PROTECT YOUR +3NERGY,0
FRUITION,TOTES,0
MIRACLE ONE,PEPTIDEMIRACLEONE,1
W.O.W.,FAN ZONE,0
DULCO,NEWDON,0
ALFALFA'S,WECOOK,0
AS ARCHIT.S,R.O.K.A,1
YYGAOZAO,YGOZAO,1
BIJ,BIJBEADS,1
COOKIT,NEUROPROTECT,0
GOOD TIMES,FIORELLI,0
SOUTHERNMOST POINT BAR,SUNSYNK MOBILE,0
RREEF,REEF,1
AMERICAN PSYCHO,AMERICAN PSYCHO,1
ASIAN PASSAGE,PASSAGE TO ASIA,1
JB,JB RACKS,1
LIFE IS STRANGE: DOUBLE EXPOSURE,MUSHIE,0
TITAN NETWORK,TITAN WORKPARTY,1
TIKTOK,RIVERVIEW BANK,0
COMFY FEET SLEEPING BAG,COMFEET COMFORT SOCKS,1
FOREIGN WAR VETERANS VERANI ADHUC SERVANTIS MC,POWERED LABS,0
HR HANDCRAFT RUGS,HR,1
AUTO VAULT,THE VAULT,1
HILO,HI-LO,1
BLUE IMPACT,BLUE IMPACT,1
GOOD TIMES VANS,GOOOD TIMES,1
E. BRAUN & CO PALM BEACH,E. BRAUN & CO. BEVERLY HILLS,1
REPURPOSE YOUR LIFE,REPURPOSE YOUR LIFE,1
TIKVA,XIXIMENG,0
LIFE IS BETTER,RADISH,0
B-RAYZ,KINGSWOOD MORTGAGE,0
MINGSHANSY,LE ROYALE,0
TIDAL,HIGH TIDE,0
OCEAN REEF CLUB,REEF,1
GARDENBOSS,APEX,0
TROVE,TOMOPETI,0
& ONE STRATEGY GROUP,EARTHY,0
LABOR TRAINING,LABOR,1
MAXED OUT,MAXOUT360,1
DX SUITE,DX DESIGN STUDIO,1
WAVESENSE,WAIVSENSE,1
ANYCOO,ANICOOO,1
TACTIX,TROY TROJANS,0
ELECTRIC BLANKET THROW SIZE,HEATED THROW BLANKET,1
THE LAW CHAMP,MILES IT,0
INTERSHOP,INTER INTR SHOP,1
LOTUSCLEAN,POPPIP,0
SHAJING,SHIJING,1
MADE,GROWFULL,0
NABI WOMEN'S WELLNESS,OPEN AIR CASTER,0
FITINI,FITINY,1
FUR BABY BUDDIES,LOONG,0
MERAKI WELLNESS,TALKA MOBILE,0
CAMBIUM CELL,CAMBIUM ANALYTICA,1
HUMANIZING QUANTUM,HUMANIZE,1
HITRANSFER,RVADU,0
UNBOUND,AVILÊ“,0
FRONTERA MOONLIGHT,SAINT BENEDICT PRESS,0
WHITE MASS,FUNETIX,0
DITTO,HEY DITTO,1
NIKE,NKE SAFETY APPAREL,1
FREELI,PHREELI,1
GATEWAY,GATEWAY SPECIALTY INSURANCE A BERKSHIRE HATHAWAY COMPANY,1
WEB PAY,WEBPAY,1
KOZELO,THEWE,0
WISHONEY,WISHONEY,1
GENESIS KAI,OPULENCE,0
CENTURION DIAMOND,UFC PICK 'EM,0
LIFE IS BEAUTIFUL,EARTHY REBELS LA VIDA ES BELLA,1
IT'S WHAT WE DO - IT'S ALL WE DO,IT'S WHAT WE DO.,1
YG YOU GOT THIS!,YOU GOT THIS,1
"MAD REAL ESTATE INVESTORS, LLC",EXELCO DIAMOND,0
SEND IT,SENDIT.COM,1
LUNA,LUNA,1
WOW,WOW MUSEUM - ROOM FOR ILLUSIONS,1
WOW,WOW MUSEUM - ROOM FOR ILLUSIONS,1
FMS-WM,ENJOY TO THE LAST DROP,0
PLANTD,SUN MELT,0
LAKHING,EUHSUN,0
ELIXIR,SERIF,0
MERMAID + ME,HERB HOLISTICS,0
H HARMONY,TOOTHPICK TELEDENTISTRY,0
SOUL PET,BUFFALO WING STAR,0
AVERAGE,MOYENNE,1
ALCIEN,ALSYON,1
APEX,TB TANAGER BANK,0
LUSTELLA,LUSTELLA,1
GRIND TIL WE RICH,K & K JEWELERS,0
BANKSIE,LOSCA,0
WATERGUARD,DOMLYTIC,0
HELLOHELEN,MS HELEN,1
JOY,CASA ROSA,0
COOP,MYCO,0
HERETIC,FRUIT&GO SQUEEZER,0
